DATASET_COLORSTRIP
SEPARATOR TAB
DATASET_LABEL	order-strip
COLOR	#ff0000
DATA
Pseudovirgaria_hyperparasitica	#ff91ad	Acrospermales
Trichocoleus_sp._FACHB-832	#738630	Synechococcales
Deinococcus_cellulosilyticus	#66845e	Deinococcales
Deinococcus_yavapaiensis	#66845e	Deinococcales
Plasmodiophora_brassicae	#138c70	Plasmodiophorida
Heterostelium_album	#75a02b	Acytosteliales
Cavenderia_fasciculata	#75a02b	Acytosteliales
Dictyostelium_discoideum	#044faf	Dictyosteliales
Fictibacillus_macauensis	#033283	Bacillales
Peribacillus_psychrosaccharolyticus	#033283	Bacillales
Priestia_filamentosa	#033283	Bacillales
Priestia_megaterium	#033283	Bacillales
Cohnella_abietis	#033283	Bacillales
Cohnella_cholangitidis	#033283	Bacillales
Cohnella_endophytica	#033283	Bacillales
Cohnella_luojiensis	#033283	Bacillales
Cohnella_lupini	#033283	Bacillales
Cohnella_nanjingensis	#033283	Bacillales
Cohnella_sp._MFER-1	#033283	Bacillales
Cohnella_terricola	#033283	Bacillales
Cohnella_thailandensis	#033283	Bacillales
Paenibacillus_antri	#033283	Bacillales
Sporotomaculum_syntrophicum	#924837	Eubacteriales
Desulfocucumis_palustris	#924837	Eubacteriales
Reticulomyxa_filosa	#9c00a8	nan
Longimicrobium_terrae	#4121f4	Longimicrobiales
Emiliania_huxleyi	#be5bf7	Isochrysidales
Diacronema_lutheri	#441f41	Pavlovales
Hondaea_fermentalgiana	#c0df7e	Thraustochytrida
Monosiga_brevicollis	#5d3d11	Craspedida
Salpingoeca_rosetta	#5d3d11	Craspedida
Polarella_glacialis	#f503d7	Suessiales
Cladocopium_goreaui	#f503d7	Suessiales
Symbiodinium_microadriaticum	#f503d7	Suessiales
Symbiodinium_natans	#f503d7	Suessiales
Symbiodinium_necroappetens	#f503d7	Suessiales
Symbiodinium_pilosum	#f503d7	Suessiales
Symbiodinium_sp._CCMP2456	#f503d7	Suessiales
Symbiodinium_sp._CCMP2592	#f503d7	Suessiales
Nannochloropsis_gaditana	#8241e2	Eustigmatales
Sphaeroforma_arctica	#20912f	Ichthyophonida
nan	#9c00a8	nan
nan	#9c00a8	nan
nan	#9c00a8	nan
Vitrella_brassicaformis	#9c00a8	nan
Aureococcus_anophagefferens	#654c5f	Pelagomonadales
Pelagomonas_calceolata	#654c5f	Pelagomonadales
Ectocarpus_siliculosus	#bae9a6	Ectocarpales
Ectocarpus_sp._CCAP_1310/34	#bae9a6	Ectocarpales
Tribonema_minus	#8c8287	Tribonematales
Candidatus_Manganitrophus_noduliformans	#92b647	Nitrospirales
Candidatus_Nitrospira_nitrosa	#92b647	Nitrospirales
Nitrospira_defluvii	#92b647	Nitrospirales
Albugo_candida	#d76f65	Albuginales
Bremia_lactucae	#2921f6	Peronosporales
Hyaloperonospora_arabidopsidis	#2921f6	Peronosporales
Nothophytophthora_sp._Chile5	#2921f6	Peronosporales
Peronospora_effusa	#2921f6	Peronosporales
Phytophthora_aleatoria	#2921f6	Peronosporales
Phytophthora_boehmeriae	#2921f6	Peronosporales
Phytophthora_cactorum	#2921f6	Peronosporales
Phytophthora_fragariae	#2921f6	Peronosporales
Phytophthora_infestans	#2921f6	Peronosporales
Phytophthora_infestans	#2921f6	Peronosporales
Phytophthora_kernoviae	#2921f6	Peronosporales
Phytophthora_megakarya	#2921f6	Peronosporales
Phytophthora_nicotianae	#2921f6	Peronosporales
Phytophthora_palmivora	#2921f6	Peronosporales
Phytophthora_parasitica	#2921f6	Peronosporales
Phytophthora_parasitica	#2921f6	Peronosporales
Phytophthora_parasitica	#2921f6	Peronosporales
Phytophthora_pseudosyringae	#2921f6	Peronosporales
Phytophthora_ramorum	#2921f6	Peronosporales
Phytophthora_rubi	#2921f6	Peronosporales
Phytophthora_sojae	#2921f6	Peronosporales
Plasmopara_halstedii	#2921f6	Peronosporales
Globisporangium_ultimum	#36af9e	Pythiales
Pythium_brassicum	#36af9e	Pythiales
Pythium_oligandrum	#36af9e	Pythiales
Achlya_hypogyna	#3752d1	Saprolegniales
Aphanomyces_astaci	#3752d1	Saprolegniales
Aphanomyces_euteiches	#3752d1	Saprolegniales
Aphanomyces_invadans	#3752d1	Saprolegniales
Aphanomyces_stellatus	#3752d1	Saprolegniales
Saprolegnia_diclina	#3752d1	Saprolegniales
Saprolegnia_parasitica	#3752d1	Saprolegniales
Thraustotheca_clavata	#3752d1	Saprolegniales
Frigoriglobus_tundricola	#ad989d	Gemmatales
Telmatocola_sphagniphila	#ad989d	Gemmatales
Singulisphaera_acidiphila	#46ab00	Isosphaerales
Roseimaritima_multifibrata	#b83777	Pirellulales
Rubripirellula_lacrimiformis	#b83777	Pirellulales
Rubripirellula_reticaptiva	#b83777	Pirellulales
Fuerstiella_sp.	#642953	Planctomycetales
Brevundimonas_basaltis	#1fc6cf	Caulobacterales
Brevundimonas_goettingensis	#1fc6cf	Caulobacterales
Brevundimonas_sp._Root1279	#1fc6cf	Caulobacterales
Brevundimonas_sp._Root1423	#1fc6cf	Caulobacterales
Caulobacter_mirabilis	#1fc6cf	Caulobacterales
Caulobacter_radicis	#1fc6cf	Caulobacterales
Caulobacter_sp._Root655	#1fc6cf	Caulobacterales
Caulobacteraceae_bacterium	#1fc6cf	Caulobacterales
Phenylobacterium_sp._20VBR1	#1fc6cf	Caulobacterales
Aurantimonas_sp._22II-16-19i	#06628f	Hyphomicrobiales
Jiella_endophytica	#06628f	Hyphomicrobiales
Beijerinckiaceae_bacterium_RH_AL1	#06628f	Hyphomicrobiales
Bradyrhizobium_ivorense	#06628f	Hyphomicrobiales
Bradyrhizobium_sp._STM_3843	#06628f	Hyphomicrobiales
Nitrobacter_hamburgensis	#06628f	Hyphomicrobiales
Nitrobacter_winogradskyi	#06628f	Hyphomicrobiales
Breoghania_sp._L-A4	#06628f	Hyphomicrobiales
Hyphomicrobium_album	#06628f	Hyphomicrobiales
Rhodoplanes_roseus	#06628f	Hyphomicrobiales
Methylobacterium_terrae	#06628f	Hyphomicrobiales
Microvirga_subterranea	#06628f	Hyphomicrobiales
Microvirga_vignae	#06628f	Hyphomicrobiales
Methylocystis_sp._B8	#06628f	Hyphomicrobiales
Rhizobiales_bacterium_GAS113	#06628f	Hyphomicrobiales
Mesorhizobium_australicum	#06628f	Hyphomicrobiales
Mesorhizobium_australicum	#06628f	Hyphomicrobiales
Mesorhizobium_sp._L-8-10	#06628f	Hyphomicrobiales
Mesorhizobium_sp._STM_4661	#06628f	Hyphomicrobiales
Reyranella_soli	#06628f	Hyphomicrobiales
Agrobacterium_vitis	#06628f	Hyphomicrobiales
Ensifer_alkalisoli	#06628f	Hyphomicrobiales
Rhizobium_etli	#06628f	Hyphomicrobiales
Rhizobium_gallicum	#06628f	Hyphomicrobiales
Rhizobium_oryziradicis	#06628f	Hyphomicrobiales
Sinorhizobium_meliloti	#06628f	Hyphomicrobiales
Salinarimonas_ramus	#06628f	Hyphomicrobiales
Roseibium_aggregatum	#06628f	Hyphomicrobiales
Roseibium_suaedae	#06628f	Hyphomicrobiales
Marinicauda_algicola	#e6b00e	Maricaulales
Rhodobacterales_bacterium	#b053da	Rhodobacterales
Amaricoccus_solimangrovi	#b053da	Rhodobacterales
Amaricoccus_sp._HAR-UPW-R2A-40	#b053da	Rhodobacterales
Rhodobacteraceae_bacterium_HTCC2150	#b053da	Rhodobacterales
Paenimaribius_caenipelagi	#b053da	Rhodobacterales
Paracoccus_caeni	#b053da	Rhodobacterales
Paracoccus_denitrificans	#b053da	Rhodobacterales
Paracoccus_lutimaris	#b053da	Rhodobacterales
Pseudorhodobacter_sp.	#b053da	Rhodobacterales
Litoreibacter_roseus	#b053da	Rhodobacterales
Marinovum_algicola	#b053da	Rhodobacterales
Pelagimonas_phthalicica	#b053da	Rhodobacterales
Roseobacter_ponti	#b053da	Rhodobacterales
Roseovarius_aestuarii	#b053da	Rhodobacterales
Ruegeria_pomeroyi	#b053da	Rhodobacterales
Ruegeria_sp._ANG-S4	#b053da	Rhodobacterales
Sagittula_sp._M10.9X	#b053da	Rhodobacterales
Sagittula_stellata	#b053da	Rhodobacterales
Salipiger_bermudensis	#b053da	Rhodobacterales
Salipiger_thiooxidans	#b053da	Rhodobacterales
Acidisphaera_rubrifaciens	#a95a94	Rhodospirillales
Azospirillum_doebereinerae	#a95a94	Rhodospirillales
Azospirillum_sp._RU38E	#a95a94	Rhodospirillales
Azospirillum_thermophilum	#a95a94	Rhodospirillales
Nitrospirillum_amazonense	#a95a94	Rhodospirillales
Nitrospirillum_amazonense	#a95a94	Rhodospirillales
Niveispirillum_lacus	#a95a94	Rhodospirillales
Elstera_cyanobacteriorum	#a95a94	Rhodospirillales
Elstera_litoralis	#a95a94	Rhodospirillales
Inquilinus_limosus	#a95a94	Rhodospirillales
Rhodospirillaceae_bacterium_B3	#a95a94	Rhodospirillales
Novispirillum_itersonii	#a95a94	Rhodospirillales
Pontixanthobacter_luteolus	#b00a41	Sphingomonadales
Sphingobium_sp._SCG-1	#b00a41	Sphingomonadales
Sphingobium_sp._YR768	#b00a41	Sphingomonadales
Sphingomonas_alpina	#b00a41	Sphingomonadales
Sphingomonas_deserti	#b00a41	Sphingomonadales
Sphingomonas_gilva	#b00a41	Sphingomonadales
Sphingomonas_parva	#b00a41	Sphingomonadales
Sphingomonas_sp._FARSPH	#b00a41	Sphingomonadales
Sphingomonas_sp._HMWF008	#b00a41	Sphingomonadales
Sphingomonas_sp._JC676	#b00a41	Sphingomonadales
Burkholderia_pseudomallei	#db2706	Burkholderiales
Burkholderia_sp._Leaf177	#db2706	Burkholderiales
Candidatus_Burkholderia_verschuerenii	#db2706	Burkholderiales
Caballeronia_concitans	#db2706	Burkholderiales
Caballeronia_sp._SBC1	#db2706	Burkholderiales
Caballeronia_telluris	#db2706	Burkholderiales
Mycetohabitans_endofungorum	#db2706	Burkholderiales
Paraburkholderia_phymatum	#db2706	Burkholderiales
Paraburkholderia_sp._LEh10	#db2706	Burkholderiales
Paucimonas_lemoignei	#db2706	Burkholderiales
Ralstonia_solanacearum	#db2706	Burkholderiales
Acidovorax_anthurii	#db2706	Burkholderiales
Acidovorax_valerianellae	#db2706	Burkholderiales
Albitalea_terrae	#db2706	Burkholderiales
Comamonas_sp._NLF-7-7	#db2706	Burkholderiales
Delftia_acidovorans	#db2706	Burkholderiales
Ramlibacter_sp._WS9	#db2706	Burkholderiales
Schlegelella_brevitalea	#db2706	Burkholderiales
Duganella_sp._GN2-R2	#db2706	Burkholderiales
Glaciimonas_immobilis	#db2706	Burkholderiales
Janthinobacterium_agaricidamnosum	#db2706	Burkholderiales
Massilia_arenosa	#db2706	Burkholderiales
Massilia_armeniaca	#db2706	Burkholderiales
Massilia_dura	#db2706	Burkholderiales
Massilia_horti	#db2706	Burkholderiales
Massilia_psychrophila	#db2706	Burkholderiales
Massilia_sp._BSC265	#db2706	Burkholderiales
Massilia_sp._Dwa41.01b	#db2706	Burkholderiales
Massilia_sp._Leaf139	#db2706	Burkholderiales
Massilia_sp._WF1	#db2706	Burkholderiales
Noviherbaspirillum_denitrificans	#db2706	Burkholderiales
Noviherbaspirillum_pedocola	#db2706	Burkholderiales
Noviherbaspirillum_sedimenti	#db2706	Burkholderiales
Noviherbaspirillum_sp._Root189	#db2706	Burkholderiales
Undibacterium_luofuense	#db2706	Burkholderiales
Undibacterium_rugosum	#db2706	Burkholderiales
Undibacterium_sp._KW1	#db2706	Burkholderiales
Andreprevotia_lacus	#5df220	Neisseriales
Chromobacterium_sp._LK11	#5df220	Neisseriales
Chromobacterium_violaceum	#5df220	Neisseriales
Paludibacterium_paludis	#5df220	Neisseriales
Paludibacterium_purpuratum	#5df220	Neisseriales
Silvimonas_terrae	#5df220	Neisseriales
Candidatus_Nitrotoga_fabula	#76cd14	Nitrosomonadales
Nitrosomonas_aestuarii	#76cd14	Nitrosomonadales
Nitrosomonas_communis	#76cd14	Nitrosomonadales
Nitrosomonas_cryotolerans	#76cd14	Nitrosomonadales
Nitrosomonas_europaea	#76cd14	Nitrosomonadales
Nitrosomonas_halophila	#76cd14	Nitrosomonadales
Nitrosomonas_mobilis	#76cd14	Nitrosomonadales
Nitrosomonas_nitrosa	#76cd14	Nitrosomonadales
Nitrosomonas_sp._Nm51	#76cd14	Nitrosomonadales
Nitrosomonas_sp._Nm58	#76cd14	Nitrosomonadales
Nitrosomonas_sp._Nm84	#76cd14	Nitrosomonadales
Nitrosospira_briensis	#76cd14	Nitrosomonadales
Nitrosospira_lacus	#76cd14	Nitrosomonadales
Nitrosospira_multiformis	#76cd14	Nitrosomonadales
Nitrosospira_sp._Nl5	#76cd14	Nitrosomonadales
Nitrosospira_sp._Nsp1	#76cd14	Nitrosomonadales
Nitrosospira_sp._Nsp14	#76cd14	Nitrosomonadales
Nitrosovibrio_sp._Nv17	#76cd14	Nitrosomonadales
Nitrosovibrio_tenuis	#76cd14	Nitrosomonadales
Desulforhopalus_sp._IMCC35007	#9ef582	Desulfobacterales
Archangium_sp._Cb_G35	#70959c	Myxococcales
Cystobacter_ferrugineus	#70959c	Myxococcales
Melittangium_boletus	#70959c	Myxococcales
Myxococcales_bacterium	#70959c	Myxococcales
Nannocystaceae_bacterium	#70959c	Myxococcales
Plesiocystis_pacifica	#70959c	Myxococcales
Sorangium_cellulosum	#70959c	Myxococcales
Sandaracinus_amylolyticus	#70959c	Myxococcales
Motilimonas_pumila	#d5dcf9	Alteromonadales
Arenicella_chitinivorans	#5d1650	Arenicellales
Arenicella_xantha	#5d1650	Arenicellales
Cellvibrio_polysaccharolyticus	#dab01d	Cellvibrionales
Cellvibrio_sp._PSBB006	#dab01d	Cellvibrionales
Saccharophagus_degradans	#dab01d	Cellvibrionales
Haliea_sp.	#dab01d	Cellvibrionales
Pararheinheimera_mesophila	#af8a44	Chromatiales
Crenothrix_polyspora	#7ad243	Methylococcales
Methylomagnum_ishizawai	#7ad243	Methylococcales
Methylovulum_psychrotolerans	#7ad243	Methylococcales
Acinetobacter_guillouiae	#d12e33	Moraxellales
Gallaecimonas_xiamenensis	#9c00a8	nan
Hahella_chejuensis	#2a5fb9	Oceanospirillales
Hahella_sp._CCB-MM4	#2a5fb9	Oceanospirillales
Halomonas_muralis	#2a5fb9	Oceanospirillales
Halomonas_sp._YLB-10	#2a5fb9	Oceanospirillales
Terasakiispira_papahanaumokuakeensis	#2a5fb9	Oceanospirillales
Marinomonas_mediterranea	#2a5fb9	Oceanospirillales
Saccharospirillum_salsuginis	#2a5fb9	Oceanospirillales
Pseudomonas_asplenii	#26d212	Pseudomonadales
Pseudomonas_japonica	#26d212	Pseudomonadales
Pseudomonas_sp._ABC1	#26d212	Pseudomonadales
Pseudomonas_sp._SDI	#26d212	Pseudomonadales
Photobacterium_halotolerans	#d7ee58	Vibrionales
Vibrio_nigripulchritudo	#d7ee58	Vibrionales
Vibrio_proteolyticus	#d7ee58	Vibrionales
Dokdonella_immobilis	#5be8d5	Xanthomonadales
Dyella_choica	#5be8d5	Xanthomonadales
Frateuria_terrea	#5be8d5	Xanthomonadales
Tahibacter_aquaticus	#5be8d5	Xanthomonadales
Luteimonas_sp.	#5be8d5	Xanthomonadales
Lysobacter_antibioticus	#5be8d5	Xanthomonadales
Lysobacter_bugurensis	#5be8d5	Xanthomonadales
Lysobacter_daejeonensis	#5be8d5	Xanthomonadales
Lysobacter_dokdonensis	#5be8d5	Xanthomonadales
Lysobacter_sp.	#5be8d5	Xanthomonadales
Lysobacter_sp._Root494	#5be8d5	Xanthomonadales
Vulcaniibacterium_tengchongense	#5be8d5	Xanthomonadales
Vulcaniibacterium_thermophilum	#5be8d5	Xanthomonadales
Proteobacteria_bacterium	#9c00a8	nan
Proteobacteria_bacterium_228	#9c00a8	nan
Oligoflexus_sp.	#e516f3	Oligoflexales
Porphyra_umbilicalis	#78d845	Bangiales
Galdieria_sulphuraria	#696aa5	Cyanidiales
Chondrus_crispus	#821ce8	Gigartinales
Gracilariopsis_chorda	#742ad3	Gracilariales
Candidatus_Nitrosocosmicus_oleophilus	#908af5	Nitrososphaerales
Nitrososphaeraceae_archaeon	#908af5	Nitrososphaerales
Opitutaceae_bacterium	#7be3c5	Opitutales
Pedosphaera_parvula	#ef42b5	Verrucomicrobiales
Brevifollis_gellanilyticus	#ef42b5	Verrucomicrobiales
Luteolibacter_ambystomatis	#ef42b5	Verrucomicrobiales
Luteolibacter_luteus	#ef42b5	Verrucomicrobiales
Chlamydomonas_eustigma	#8460fd	Chlamydomonadales
Chlamydomonas_reinhardtii	#8460fd	Chlamydomonadales
Chlamydomonas_schloesseri	#8460fd	Chlamydomonadales
Edaphochlamys_debaryana	#8460fd	Chlamydomonadales
Tetrabaena_socialis	#8460fd	Chlamydomonadales
Gonium_pectorale	#8460fd	Chlamydomonadales
Volvox_africanus	#8460fd	Chlamydomonadales
Volvox_carteri	#8460fd	Chlamydomonadales
Scenedesmus_sp._NREL_46B-D3	#b7b2cc	Sphaeropleales
Tetradesmus_obliquus	#b7b2cc	Sphaeropleales
Chloropicon_primus	#0b4a2e	Chloropicales
Chlorella_sorokiniana	#634b54	Chlorellales
Chlorella_variabilis	#634b54	Chlorellales
Ostreobium_quekettii	#bd7097	Bryopsidales
Physcomitrium_patens	#ed3eb7	Funariales
Ceratodon_purpureus	#d760b4	Pseudoditrichales
Chara_braunii	#6b9281	Charales
Klebsormidium_nitens	#3e00cc	Klebsormidiales
Selaginella_moellendorffii	#696db5	Selaginellales
Colocasia_esculenta	#b5ae2d	Alismatales
Spirodela_intermedia	#b5ae2d	Alismatales
Zostera_marina	#b5ae2d	Alismatales
Daucus_carota	#c8b31c	Apiales
Cocos_nucifera	#08bf3b	Arecales
Elaeis_guineensis	#08bf3b	Arecales
Phoenix_dactylifera	#08bf3b	Arecales
Apostasia_shenzhenica	#39cf30	Asparagales
Dendrobium_catenatum	#39cf30	Asparagales
Dendrobium_nobile	#39cf30	Asparagales
Vanilla_planifolia	#39cf30	Asparagales
Artemisia_annua	#e86070	Asterales
Cynara_cardunculus	#e86070	Asterales
Helianthus_annuus	#e86070	Asterales
Lactuca_sativa	#e86070	Asterales
Mikania_micrantha	#e86070	Asterales
Carnegiea_gigantea	#8d0bdb	Caryophyllales
Chenopodium_quinoa	#8d0bdb	Caryophyllales
Spinacia_oleracea	#8d0bdb	Caryophyllales
Tripterygium_wilfordii	#484414	Celastrales
Nyssa_sinensis	#3aa599	Cornales
Cucumis_melo	#31c68b	Cucurbitales
Cucumis_melo	#31c68b	Cucurbitales
Cucumis_sativus	#31c68b	Cucurbitales
Cucurbita_maxima	#31c68b	Cucurbitales
Momordica_charantia	#31c68b	Cucurbitales
Dioscorea_zingiberensis	#09cfa1	Dioscoreales
Actinidia_chinensis	#d64131	Ericales
Actinidia_rufa	#d64131	Ericales
Rhododendron_simsii	#d64131	Ericales
Rhododendron_williamsianum	#d64131	Ericales
Camellia_sinensis	#d64131	Ericales
Camellia_sinensis	#d64131	Ericales
Abrus_precatorius	#12aa29	Fabales
Arachis_duranensis	#12aa29	Fabales
Arachis_hypogaea	#12aa29	Fabales
Cajanus_cajan	#12aa29	Fabales
Cicer_arietinum	#12aa29	Fabales
Glycine_max	#12aa29	Fabales
Glycine_soja	#12aa29	Fabales
Lupinus_albus	#12aa29	Fabales
Lupinus_angustifolius	#12aa29	Fabales
Medicago_truncatula	#12aa29	Fabales
Phaseolus_vulgaris	#12aa29	Fabales
Pisum_sativum	#12aa29	Fabales
Senna_tora	#12aa29	Fabales
Trifolium_medium	#12aa29	Fabales
Trifolium_pratense	#12aa29	Fabales
Trifolium_subterraneum	#12aa29	Fabales
Vigna_angularis	#12aa29	Fabales
Vigna_angularis	#12aa29	Fabales
Vigna_radiata	#12aa29	Fabales
Carpinus_fangiana	#f9506f	Fagales
Castanea_mollissima	#f9506f	Fagales
Quercus_lobata	#f9506f	Fagales
Carya_illinoinensis	#f9506f	Fagales
Juglans_regia	#f9506f	Fagales
Morella_rubra	#f9506f	Fagales
Coffea_arabica	#ab8ffc	Gentianales
Coffea_canephora	#ab8ffc	Gentianales
Handroanthus_impetiginosus	#8de6e2	Lamiales
Dorcoceras_hygrometricum	#8de6e2	Lamiales
Salvia_splendens	#8de6e2	Lamiales
Genlisea_aurea	#8de6e2	Lamiales
Olea_europaea	#8de6e2	Lamiales
Phtheirospermum_japonicum	#8de6e2	Lamiales
Striga_asiatica	#8de6e2	Lamiales
Striga_hermonthica	#8de6e2	Lamiales
Sesamum_indicum	#8de6e2	Lamiales
Erythranthe_guttata	#8de6e2	Lamiales
Cinnamomum_micranthum	#8e3802	Laurales
Hevea_brasiliensis	#0e9a25	Malpighiales
Jatropha_curcas	#0e9a25	Malpighiales
Manihot_esculenta	#0e9a25	Malpighiales
Ricinus_communis	#0e9a25	Malpighiales
Turnera_subulata	#0e9a25	Malpighiales
Populus_alba	#0e9a25	Malpighiales
Populus_deltoides	#0e9a25	Malpighiales
Populus_tomentosa	#0e9a25	Malpighiales
Populus_trichocarpa	#0e9a25	Malpighiales
Salix_brachista	#0e9a25	Malpighiales
Salix_dunnii	#0e9a25	Malpighiales
Salix_koriyanagi	#0e9a25	Malpighiales
Salix_purpurea	#0e9a25	Malpighiales
Salix_viminalis	#0e9a25	Malpighiales
Corchorus_capsularis	#75ba0b	Malvales
Durio_zibethinus	#75ba0b	Malvales
Gossypium_anomalum	#75ba0b	Malvales
Gossypium_aridum	#75ba0b	Malvales
Gossypium_armourianum	#75ba0b	Malvales
Gossypium_australe	#75ba0b	Malvales
Gossypium_barbadense	#75ba0b	Malvales
Gossypium_davidsonii	#75ba0b	Malvales
Gossypium_gossypioides	#75ba0b	Malvales
Gossypium_harknessii	#75ba0b	Malvales
Gossypium_hirsutum	#75ba0b	Malvales
Gossypium_klotzschianum	#75ba0b	Malvales
Gossypium_laxum	#75ba0b	Malvales
Gossypium_lobatum	#75ba0b	Malvales
Gossypium_mustelinum	#75ba0b	Malvales
Gossypium_raimondii	#75ba0b	Malvales
Gossypium_schwendimanii	#75ba0b	Malvales
Gossypium_stocksii	#75ba0b	Malvales
Gossypium_trilobum	#75ba0b	Malvales
Herrania_umbratica	#75ba0b	Malvales
Hibiscus_syriacus	#75ba0b	Malvales
Theobroma_cacao	#75ba0b	Malvales
Punica_granatum	#66eeb5	Myrtales
Eucalyptus_grandis	#66eeb5	Myrtales
Rhodamnia_argentea	#66eeb5	Myrtales
Cephalotus_follicularis	#847590	Oxalidales
Ananas_comosus	#2fafb6	Poales
Carex_littledalei	#2fafb6	Poales
Aegilops_tauschii	#2fafb6	Poales
Brachypodium_distachyon	#2fafb6	Poales
Dichanthelium_oligosanthes	#2fafb6	Poales
Digitaria_exilis	#2fafb6	Poales
Eragrostis_curvula	#2fafb6	Poales
Hordeum_vulgare	#2fafb6	Poales
Leersia_perrieri	#2fafb6	Poales
Miscanthus_lutarioriparius	#2fafb6	Poales
Oryza_barthii	#2fafb6	Poales
Oryza_brachyantha	#2fafb6	Poales
Oryza_glumipatula	#2fafb6	Poales
Oryza_meridionalis	#2fafb6	Poales
Oryza_meyeriana	#2fafb6	Poales
Oryza_nivara	#2fafb6	Poales
Oryza_punctata	#2fafb6	Poales
Oryza_rufipogon	#2fafb6	Poales
Oryza_sativa	#2fafb6	Poales
Oryza_sativa	#2fafb6	Poales
Panicum_hallii	#2fafb6	Poales
Panicum_miliaceum	#2fafb6	Poales
Panicum_virgatum	#2fafb6	Poales
Setaria_italica	#2fafb6	Poales
Setaria_viridis	#2fafb6	Poales
Sorghum_bicolor	#2fafb6	Poales
Triticum_aestivum	#2fafb6	Poales
Triticum_turgidum	#2fafb6	Poales
Triticum_urartu	#2fafb6	Poales
Zea_mays	#2fafb6	Poales
Zizania_palustris	#2fafb6	Poales
Nelumbo_nucifera	#956204	Proteales
Protea_cynaroides	#956204	Proteales
Kingdonia_uniflora	#33e7e0	Ranunculales
Macleaya_cordata	#33e7e0	Ranunculales
Papaver_somniferum	#33e7e0	Ranunculales
Aquilegia_coerulea	#33e7e0	Ranunculales
Coptis_chinensis	#33e7e0	Ranunculales
Thalictrum_thalictroides	#33e7e0	Ranunculales
Cannabis_sativa	#398c69	Rosales
Parasponia_andersonii	#398c69	Rosales
Trema_orientale	#398c69	Rosales
Morus_notabilis	#398c69	Rosales
Rhamnella_rubrinervis	#398c69	Rosales
Ziziphus_jujuba	#398c69	Rosales
Ziziphus_jujuba	#398c69	Rosales
Malus_baccata	#398c69	Rosales
Malus_domestica	#398c69	Rosales
Prunus_armeniaca	#398c69	Rosales
Prunus_avium	#398c69	Rosales
Prunus_dulcis	#398c69	Rosales
Prunus_persica	#398c69	Rosales
Prunus_yedoensis	#398c69	Rosales
Pyrus_ussuriensis_x_Pyrus_communis	#398c69	Rosales
Rosa_chinensis	#398c69	Rosales
Citrus_clementina	#e14026	Sapindales
Citrus_sinensis	#e14026	Sapindales
Acer_yangbiense	#e14026	Sapindales
Kalanchoe_fedtschenkoi	#50c5ae	Saxifragales
Cuscuta_australis	#30f1d1	Solanales
Cuscuta_campestris	#30f1d1	Solanales
Cuscuta_europaea	#30f1d1	Solanales
Anisodus_acutangulus	#30f1d1	Solanales
Capsicum_annuum	#30f1d1	Solanales
Capsicum_baccatum	#30f1d1	Solanales
Nicotiana_attenuata	#30f1d1	Solanales
Nicotiana_sylvestris	#30f1d1	Solanales
Nicotiana_tabacum	#30f1d1	Solanales
Solanum_commersonii	#30f1d1	Solanales
Solanum_lycopersicum	#30f1d1	Solanales
Solanum_tuberosum	#30f1d1	Solanales
Tetracentron_sinense	#e8f763	Trochodendrales
Vitis_vinifera	#52d41d	Vitales
Ensete_ventricosum	#ecb8ac	Zingiberales
Musa_acuminata	#ecb8ac	Zingiberales
Musa_balbisiana	#ecb8ac	Zingiberales
Musa_troglodytarum	#ecb8ac	Zingiberales
Zingiber_officinale	#ecb8ac	Zingiberales
Marchantia_polymorpha	#bc6d7d	Marchantiales
Marchantia_polymorpha	#bc6d7d	Marchantiales
Adiantum_capillus-veneris	#d169f9	Polypodiales
Ceratopteris_richardii	#d169f9	Polypodiales
